label,fc_f_min_mean,fc_f_min_std,fc_t_min_mean,fc_t_min_std,altitude_mean,cmd_joint1_pitch,meas_joint1_pitch,cmd_joint1_yaw,meas_joint1_yaw,cmd_joint2_pitch,meas_joint2_pitch,cmd_joint2_yaw,meas_joint2_yaw,cmd_joint3_pitch,meas_joint3_pitch,cmd_joint3_yaw,meas_joint3_yaw
grid_0037,0.27369914448703575,0.40240044380242007,0.5606004164763411,0.14147038015546623,1.0052289498298204,-0.6,-0.595158830011524,0.0,0.0034535619913862448,-0.6,-0.5890945173755933,1.0471975511965976,1.0518328692471846,-0.2,-0.20005704334016272,1.0471975511965976,1.040681076606326
grid_0038,0.4763164030285757,0.49006268516193463,0.38931476271497384,0.2702108882546794,1.000472642907308,-0.6,-0.5969024277236619,0.0,0.003134067406662666,-0.6,-0.5936797599140107,1.0471975511965976,1.0500320086358537,-0.2,-0.2024619631737643,0.5235987755982988,0.5170135057815637
grid_0039,0.3909763972677954,0.26316669730457704,0.5056891940026925,0.2187156576010442,0.9940256705035428,-0.6,-0.5995228399700405,0.0,0.0037329749017809277,-0.6,-0.5986635728789276,1.0471975511965976,1.0517377799131662,-0.2,-0.20307024376617555,0.0,-0.0012323669112808133
grid_0040,0.10744226479590602,0.5777633930449,0.590971578567798,0.13899099550711072,1.002396207975016,-0.6,-0.5960593353794525,0.0,0.004552290293909245,-0.6,-0.5966348586091526,1.0471975511965976,1.0526005172217454,0.19999999999999996,0.1912109083561253,0.0,-0.002624422026044293
grid_0041,0.13256544027103057,0.36247793028596964,0.5487063153805416,0.3727269717297941,1.0029028536421065,-0.6,-0.5966419080724128,0.0,0.0036443600854294544,-0.6,-0.5937496703199576,1.0471975511965976,1.0518733188844944,0.19999999999999996,0.1948497786858816,0.5235987755982988,0.5202330806015247
grid_0042,0.19450000623763644,0.4323307994126574,0.22376837701730906,0.11822428230889277,1.002024706243828,-0.6,-0.5953499511837439,0.0,0.0024573986696356798,-0.6,-0.5851290965847751,1.0471975511965976,1.0489003882703019,0.19999999999999996,0.19962063604472569,1.0471975511965976,1.0445693536882725
grid_0043,0.11757432073085541,0.22446596153477275,0.2637747643541851,0.17017491303462798,0.9965023549016753,-0.6,-0.5943394443827215,0.0,0.002944158390336682,-0.6,-0.5836202273798374,1.0471975511965976,1.0509132675838009,0.19999999999999996,0.2030189731334513,1.5707963267948966,1.570116511925054
grid_0044,0.2050593432669261,0.49444498904123696,0.19082033928893444,0.11460094633787163,1.0084962214256474,-0.6,-0.5942686171867155,0.0,0.0032433940577387688,-0.6,-0.579824596505313,1.0471975511965976,1.0514979256819794,0.6,0.6008798165303348,1.5707963267948966,1.5708508118955127
grid_0045,-0.489992139091572,0.7623623295537275,0.22794071160751814,0.21715774002451022,0.9991101173084436,-0.6,-0.5953911455612051,0.0,0.003289954782133897,-0.6,-0.5848665701991296,1.0471975511965976,1.0509240915247355,0.6,0.5986262834250784,1.0471975511965976,1.0481709287460417
grid_0046,0.553418198035299,0.3356929473859834,0.38969267560077303,0.37120832066115167,1.003734796240265,-0.6,-0.5966135364821508,0.0,0.003314544444403822,-0.6,-0.5934592074267648,1.0471975511965976,1.050804231077901,0.6,0.59543572408095,0.5235987755982988,0.5219017916238595
grid_0047,0.7138262730711687,0.4034741391846423,0.2916744325758821,0.18482114897202137,0.9945831662339071,-0.6,-0.5973475756849993,0.0,0.0035672154221613184,-0.6,-0.5978612769551006,1.0471975511965976,1.0498273968048872,0.6,0.5922105870727137,0.0,-0.004203284673002017
grid_0048,0.3979282536918144,0.6129096779179879,0.14198034104619217,0.1474173479823525,1.0113142937469337,-0.6,-0.5974174591512682,0.0,0.0015884056892314646,-0.6,-0.5966753875438515,1.5707963267948966,1.5707425505796122,0.6,0.596808575209133,0.0,-0.005858015632803415
grid_0049,0.2426333834222218,0.36910012056881786,0.4336274737390018,0.23502124508317207,1.0081880003909622,-0.6,-0.5944185902854988,0.0,0.0012403687833124621,-0.6,-0.5895565657061326,1.5707963267948966,1.5708626512628818,0.6,0.5954220384348003,0.5235987755982988,0.5231176267830948
grid_0050,0.6978152656300278,0.18675424500113658,0.18311936286036168,0.13486736486511122,0.9983418437952191,-0.6,-0.5951428610008547,0.0,0.0006525450820236145,-0.6,-0.5854591028133749,1.5707963267948966,1.5708820086204591,0.6,0.5989818622817777,1.0471975511965976,1.0560804496765455
grid_0051,-0.05133092954627365,0.6291320198365944,0.0633718977206966,0.09558902323958716,0.9985957984576392,-0.6,-0.5934302265059532,0.0,0.0011426261864277976,-0.6,-0.5744303152964765,1.5707963267948966,1.5708752529459815,0.6,0.6012060103563082,1.5707963267948966,1.5709079920125824
grid_0052,0.021613714641159694,0.6318835296049005,0.09815732385009628,0.15471368288639975,0.9959927911396619,-0.6,-0.5931362452496636,0.0,0.0012509399120856912,-0.6,-0.5727589101951143,1.5707963267948966,1.5708798878811017,0.19999999999999996,0.2010896851371191,1.5707963267948966,1.570939123267971
grid_0053,-0.04414621461364605,0.4496770903805114,0.10612988614958203,0.13710859659979802,1.0025189455311494,-0.6,-0.5946597379943439,0.0,0.0005087033085491299,-0.6,-0.5842584025658875,1.5707963267948966,1.5707974715219315,0.19999999999999996,0.19825524726876775,1.0471975511965976,1.0511234606075455
grid_0054,0.20626386876812478,0.489066846777486,0.1785793590180345,0.15133826452758764,0.9964100314499374,-0.6,-0.5961735310537115,0.0,0.002107795421073533,-0.6,-0.5902040302711287,1.5707963267948966,1.5708710560477268,0.19999999999999996,0.19442777160952485,0.5235987755982988,0.5229218596897169
grid_0055,0.9317212493867795,0.686645750204364,0.249520110699482,0.2341130662202735,1.0050713557073414,-0.6,-0.5958700450364116,0.0,0.0014075957207708711,-0.6,-0.5948691924416938,1.5707963267948966,1.5708689401447984,0.19999999999999996,0.19370216471388346,0.0,-0.0037250953666534414
grid_0056,-0.10629948194459993,0.40701002706362255,0.07468203875840038,0.12413746818813835,0.9964807245195454,-0.6,-0.5979058269117816,0.0,0.002161472835821243,-0.6,-0.5964957059303515,1.5707963267948966,1.5709279126885836,-0.2,-0.20475885354904655,0.0,-0.002952304728307098
grid_0057,0.11897104664644595,0.40411078970801345,0.27876365899456296,0.22583079532446682,1.0045116678642965,-0.6,-0.5957674744895005,0.0,0.0007476622526061405,-0.6,-0.5914443467565338,1.5707963267948966,1.5708766352230041,-0.2,-0.20439962282327695,0.5235987755982988,0.5195772669576169
grid_0058,-0.09535729412275074,0.4584250361543975,0.10135181415479846,0.17971707391203962,1.0010335943213857,-0.6,-0.5940685770307343,0.0,0.0016716900040334437,-0.6,-0.581964934332122,1.5707963267948966,1.570797186653941,-0.2,-0.20233730241981185,1.0471975511965976,1.0457990473492762
grid_0059,0.5206146492329622,0.2246958410372557,0.018096614178495424,0.029518836988256986,1.0035499205202731,-0.6,-0.5934222576978447,0.0,0.0019341675223625288,-0.6,-0.5725350528409212,1.5707963267948966,1.5709630601293547,-0.2,-0.19909050301024678,1.5707963267948966,1.5708076951723635
grid_0060,0.49624940536032414,0.19803281185773922,0.02555011092732367,0.043001207212161816,0.9972514931927765,-0.6,-0.5940282256440774,0.0,0.0013273712685109018,-0.6,-0.5727397374668808,1.5707963267948966,1.5709234767638014,-0.6,-0.5986521864658876,1.5707963267948966,1.5677949363698058
grid_0061,-0.1730744844840266,0.5000217207667349,0.11209815832881362,0.14758488375427467,0.9989693734016125,-0.6,-0.5944620684304383,0.0,0.0018797446326992429,-0.6,-0.582055851715098,1.5707963267948966,1.5707875048973223,-0.6,-0.6013220980868823,1.0471975511965976,1.0406967957544913
grid_0062,0.04807786707579653,0.3481947405660242,0.23407009463202097,0.22558113960789936,0.9959469935404517,-0.6,-0.5958174417129616,0.0,0.0024374399478936937,-0.6,-0.5892498499676213,1.5707963267948966,1.5707934725606778,-0.6,-0.6012367796471167,0.5235987755982988,0.5171810919243942
grid_0063,-0.047661100580243886,0.37439353686142746,0.5033426676656942,0.36107082343134667,0.9948409689558675,-0.6,-0.5982313597009421,0.0,0.0030886180653935114,-0.6,-0.5951532091012197,1.5707963267948966,1.570965720393244,-0.6,-0.6005729421726098,0.0,-0.002072592060068601
grid_0064,0.08902598319927946,0.4083258015629792,0.892993148178063,0.2777114743666652,1.0061633300406692,-0.6,-0.5972665548810943,0.0,0.0024946478755065726,-0.2,-0.1984982738127865,1.5707963267948966,1.5709101247406716,-0.6,-0.5992574460096529,0.0,0.001023313180251506
grid_0065,-0.4630923139548842,0.455165388932811,0.5933351596461504,0.184067218873071,1.003819609337974,-0.6,-0.5966715147880812,0.0,0.0020505743612053706,-0.2,-0.1935379871107532,1.5707963267948966,1.570919999042312,-0.6,-0.5998282153792838,0.5235987755982988,0.5207363429959635
grid_0066,-0.37548978825640356,0.4572408700215269,0.1099466243763703,0.12019873197918161,1.005111215022749,-0.6,-0.5948770465172757,0.0,0.0016892940473116624,-0.2,-0.18631319451145512,1.5707963267948966,1.5707537176055064,-0.6,-0.599587132101596,1.0471975511965976,1.0412589959772038
grid_0067,0.2124998653875716,0.46709149234083186,0.10988422290035268,0.130447176708847,0.99981990498042,-0.6,-0.5932489616841536,0.0,0.001322467142091277,-0.2,-0.18027556633373187,1.5707963267948966,1.5708539811998374,-0.6,-0.5966240096264981,1.5707963267948966,1.5643546821310172
grid_0068,0.4356141416287002,0.3812480106361648,0.16155934979779535,0.15106740070497612,0.9988434012815232,-0.6,-0.5947263908429008,0.0,0.0021209024759052397,-0.2,-0.18032271234365904,1.5707963267948966,1.5708782824354017,-0.2,-0.19550917873852214,1.5707963267948966,1.5704460179213289
grid_0069,0.3967212917455965,0.2675084466566851,0.34318597224489295,0.23074024593132855,0.9911282989900082,-0.6,-0.5950511870125359,0.0,0.002494745406205645,-0.2,-0.1885074642897937,1.5707963267948966,1.5709237811635424,-0.2,-0.2007726112607262,1.0471975511965976,1.0462155605631498
grid_0070,-0.16495801116505895,0.6329766595098418,0.08543023093082616,0.0964693247042216,1.0022657519516232,-0.6,-0.5959333334614154,0.0,0.001702607013039703,-0.2,-0.19346994415469698,1.5707963267948966,1.5708967122840383,-0.2,-0.20415746007349078,0.5235987755982988,0.5230691195384018
grid_0071,0.24503682400779989,0.6408162471076005,0.42662198106172855,0.1685996136679614,0.9981184794493337,-0.6,-0.5937646849434524,0.0,0.0015794624686602532,-0.2,-0.19707019028629347,1.5707963267948966,1.5709224151326167,-0.2,-0.20700791266151963,0.0,-0.0004166400274128179
grid_0072,0.9147401537749908,0.8552195279540464,0.0826130516356709,0.07717002718876563,0.9995073765574128,-0.6,-0.5927650040511061,0.0,0.0009229880810384117,-0.2,-0.1958671301079269,1.5707963267948966,1.5708688898582057,0.19999999999999996,0.189031859819484,0.0,-0.0011395649198693292
